ref,book,chapter,verse,english,ekegusii,swahili,source,eng_words,eke_words,swa_words,story_id,page,needs_review
PRO 13:23,PRO,13.0,23.0,"Abundant food is in the fallow ground of the poor, but without justice it is swept away.","Oboremo oboyia bw’omonto omotaka nigo bokwama endagera enyinge, korende ase engencho y’obobe, enyinge yasiara‐siarerwa yasira.","Shamba la mtu maskini laweza kuzalisha chakula kingi, bali dhuluma hukifutilia mbali.",bible_ebible,17.0,15.0,12.0,,,
PRO 13:24,PRO,13.0,24.0,"He who spares the rod hates his son, but he who loves him disciplines him diligently.","Omonto okorina omwana oye ekeranya nigo amogechete, korende oy’omwanchete tari goteebana komoorongeyia.","Yeye aizuiaye fimbo yake hampendi mwanawe, bali yeye ampendaye huwa mwangalifu kumwadibisha.",bible_ebible,16.0,12.0,12.0,,,
PRO 13:25,PRO,13.0,25.0,"A righteous man eats to his heart’s content, but the stomach of the wicked is empty.","Omonyene oboronge nigo abwate endagera ekomoisanekia, korende enda y’omokori amabe nigo egotigara n’okogania.","Mwenye haki hula mpaka akaridhisha moyo wake, bali tumbo la mwovu hutaabika kwa njaa.",bible_ebible,16.0,13.0,14.0,,,
PRO 13:3,PRO,13.0,3.0,"He who guards his mouth protects his life, but the one who opens his lips invites his own ruin.","Omonto orendete omonwa oye, oyio nigo arendete obogima bwaye, korende oyogokwana amang’ana ateriteti, goika asoe ase obosiru.","Yeye alindaye midomo yake hulinda nafsi yake, bali yeye asemaye kwa haraka ataangamia.",bible_ebible,19.0,17.0,13.0,,,
PRO 13:4,PRO,13.0,4.0,"The slacker craves yet has nothing, but the soul of the diligent is fully satisfied.","Omonto omworo nigo agosanera ebinto, korende takonyora kende, ere o’yore omonyamokia nigo akonyora amagania aye onsi.","Mvivu hutamani sana na hapati kitu, bali nafsi ya mwenye bidii hutoshelezwa kikamilifu.",bible_ebible,15.0,16.0,13.0,,,
PRO 13:5,PRO,13.0,5.0,"The righteous hate falsehood, but the wicked bring shame and disgrace.","Omonyene oboronge nigo ageechete oborimo, korende omokori amabe nigo agokora echaayo n’obosooku.","Mwenye haki huchukia uongo, bali waovu huleta aibu na fedheha.",bible_ebible,11.0,12.0,10.0,,,
PRO 13:6,PRO,13.0,6.0,"Righteousness guards the man of integrity, but wickedness undermines the sinner.","Oboronge nigo bokorenda omonto omosike, korende ebibe nigo bikomosiria omokori amabe.","Haki humlinda mtu mwadilifu, bali uovu humwangusha mwenye dhambi.",bible_ebible,11.0,11.0,9.0,,,
PRO 13:7,PRO,13.0,7.0,"One pretends to be rich, but has nothing; another pretends to be poor, yet has great wealth.","Omonto nare ogwekora ng’a n’omonda are, korende nigo are omotaka, na oyonde bwekora ng’a nomotaka are, korende nigo are omonda mono.","Mtu mmoja hujifanya tajiri, kumbe hana chochote; mwingine hujifanya maskini, kumbe ana utajiri mwingi.",bible_ebible,17.0,21.0,14.0,,,
PRO 13:8,PRO,13.0,8.0,"Riches may ransom a man’s life, but a poor man hears no threat.","Chinibo nachio chikobooria obogima bw’omonto omonda, korende omonto omotaka tari n’onde okomogosa.","Utajiri wa mtu waweza kukomboa maisha yake, bali mtu maskini hasikii kitisho.",bible_ebible,13.0,12.0,12.0,,,
PRO 13:9,PRO,13.0,9.0,"The light of the righteous shines brightly, but the lamp of the wicked is extinguished.","Oborabu bw’abanyene oboronge nigo bokomoreka n’omogooko, korende etaya y’abakori amabe nigo enga ekebeya gekorima.","Nuru ya mwenye haki hungʼaa sana, bali taa ya mwovu itazimwa.",bible_ebible,15.0,14.0,11.0,,,
PRO 14:1,PRO,14.0,1.0,"Every wise woman builds her house, but a foolish one tears it down with her own hands.","Omokungu omong’aini nigo akoagaacha mwaye, korende oyore omoriri nigo agotagora mwaye na maboko aye omonyene.","Mwanamke mwenye hekima huijenga nyumba yake, bali mpumbavu huibomoa nyumba yake kwa mikono yake mwenyewe.",bible_ebible,17.0,15.0,15.0,,,
PRO 14:10,PRO,14.0,10.0,"The heart knows its own bitterness, and no stranger shares in its joy.","Enkoro enyene nigo emanyete obororo bwaye, na omonto omoao takonyaara gosanga ase omogooko bw’enkoro eyio.","Kila moyo hujua uchungu wake wenyewe, wala hakuna yeyote awezaye kushiriki furaha yake.",bible_ebible,13.0,15.0,13.0,,,
PRO 14:11,PRO,14.0,11.0,"The house of the wicked will be destroyed, but the tent of the upright will flourish.","Enyomba y’omokori amabe ’nesirigwe, korende ekegutu ki’omonyene oboronge ’nkegeenderere gosesenigwa.","Nyumba ya mwovu itaangamizwa, bali hema la mnyofu litastawi.",bible_ebible,16.0,10.0,9.0,,,
PRO 14:12,PRO,14.0,12.0,"There is a way that seems right to a man, but its end is the way of death.","Enchera nere ekororekana ase omonto ng’a nendonge, korende omoerio bw’enchera eyio namakweri.","Iko njia ionekanayo kuwa sawa kwa mtu, bali mwisho wake huelekeza mautini.",bible_ebible,18.0,12.0,12.0,,,
PRO 14:13,PRO,14.0,13.0,"Even in laughter the heart may ache, and joy may end in sorrow.","Nonya omonto ogoseka, enkoro yaye nabo eranyaare koba nomoichano, na omoerio bw’omogooko oyio nobororo.","Hata katika kicheko moyo waweza kuuma, nayo furaha yaweza kuishia katika majonzi.",bible_ebible,13.0,14.0,12.0,,,
PRO 14:14,PRO,14.0,14.0,"The backslider in heart receives the fill of his own ways, but a good man is rewarded for his ways.","Omonto ogure korwa ase okwegena kwaye, nabo araisaneke nechiinchera chiaye omonyene, na omonto omuya nigo agoisanekigwa n’omoyo oye.","Wasio na imani watapatilizwa kikamilifu kwa ajili ya njia zao, naye mtu mwema atapewa thawabu kwa ajili ya njia yake.",bible_ebible,20.0,18.0,20.0,,,
PRO 14:15,PRO,14.0,15.0,"The simple man believes every word, but the prudent man watches his steps.","Omonto otamanyeti amaange nigo akwegena kera ring’ana, korende omong’aini nigo agoitona aase agochia.","Mtu mjinga huamini kila kitu, bali mwenye busara hufikiria hatua zake.",bible_ebible,13.0,13.0,11.0,,,
PRO 14:16,PRO,14.0,16.0,"A wise man fears and turns from evil, but a fool is careless and reckless.","Omonto omong’aini nigo akwoboa na kwerenda korwa ase amabe, korende omoriri nigo akoba omoremu ase ogokora amabe.","Mtu mwenye hekima humcha Bwana na kuepuka mabaya, bali mpumbavu hukasirika kwa hamaki na uzembe.",bible_ebible,15.0,17.0,15.0,,,
PRO 14:17,PRO,14.0,17.0,"A quick-tempered man acts foolishly, and a devious man is hated.","Omonto okogechigwa bwango nigo agokora ay’oboriri, na omonto okoroberia ay’obobe nigo akogechwa.","Mtu anayekasirika kwa haraka hufanya mambo ya upumbavu, naye mtu wa hila huchukiwa.",bible_ebible,11.0,12.0,13.0,,,
PRO 14:18,PRO,14.0,18.0,"The simple inherit folly, but the prudent are crowned with knowledge.","Abatamanyeti amaange, oboriri nigo bokoba omwando obo, korende abare nokomanya nigo bakoegwa chiseemi chiaba eguutwa yabo.","Mjinga hurithi upumbavu, bali wenye busara huvikwa maarifa kichwani kama taji.",bible_ebible,11.0,16.0,11.0,,,
PRO 14:19,PRO,14.0,19.0,"The evil bow before the good, and the wicked at the gates of the righteous.","Abanto ababe goika bekumbe ase amasio y’abanto abaya, na abakori amabe bekumbe ase ebiita bi’abanyene oboronge.","Watu wabaya watasujudu mbele ya watu wema, nao waovu kwenye malango ya wenye haki.",bible_ebible,15.0,16.0,14.0,,,
PRO 14:2,PRO,14.0,2.0,"He who walks in uprightness fears the LORD, but the one who is devious in his ways despises Him.","Omonto omoirogete Omonene nigo akobwatia enchera y’oboronge, korende oyo omochaayete nigo are omokorekanu ase chiinchera chiaye.","Yeye ambaye njia zake ni nyofu humcha Bwana, bali yeye ambaye njia zake zimepotoka humdharau Mungu.",bible_ebible,19.0,16.0,16.0,,,
PRO 14:20,PRO,14.0,20.0,"The poor man is hated even by his neighbor, but many are those who love the rich.","Omonto omotaka nigo agechire nonya nase abanto bamwabo, korende omonda nigo abwate abasani abange.","Maskini huepukwa hata na majirani zao, bali matajiri wana marafiki wengi.",bible_ebible,17.0,14.0,11.0,,,
PRO 14:21,PRO,14.0,21.0,"He who despises his neighbor sins, but blessed is he who shows kindness to the poor.","Omonto ogochaaya omonto onde nigo agokora ebibe, korende oyokororera abachaandegete amaabera ’nasesenigwe.","Yeye anayemdharau jirani yake hutenda dhambi, bali amebarikiwa yeye aliye na huruma kwa mhitaji.",bible_ebible,16.0,12.0,14.0,,,
PRO 14:22,PRO,14.0,22.0,Do not those who contrive evil go astray? But those who plan goodness find loving devotion and faithfulness.,"Inee! Abwo bakoroberia ayare amabe tibari gosira? Na abwo bakoroberia amaya, Inee, tibari konyora amaabera na ekeene?","Je, wale wanaopanga ubaya hawapotoki? Bali wale wanaopanga kilicho chema hupata upendo na uaminifu.",bible_ebible,18.0,17.0,14.0,,,
PRO 14:23,PRO,14.0,23.0,"There is profit in all labor, but mere talk leads only to poverty.","Emeremo ende yonsi egokorwa nigo ekorenta ebitoki, korende amang’ana amasa agokwanwa nigo gokorenta obotaka.","Kazi zote zinazofanywa kwa bidii huleta faida, bali mazungumzo matupu huelekea umaskini tu.",bible_ebible,13.0,14.0,13.0,,,
PRO 14:24,PRO,14.0,24.0,"The crown of the wise is their wealth, but the effort of fools is folly.","Eguutwa y’abanto abang’aini n’obonda bwabo, korende oboriri bwoka nabwo okonyora kwa abanto abariri.","Utajiri wa wenye hekima ni taji yao, bali upumbavu wa wapumbavu huzaa upumbavu.",bible_ebible,15.0,13.0,13.0,,,
PRO 14:25,PRO,14.0,25.0,"A truthful witness saves lives, but one who utters lies is deceitful.","Kirori ogokwana ekeene nigo agotooria obogima, korende oy’ogokwana oborimo nigo akorwa abande.","Shahidi wa kweli huokoa maisha, bali shahidi wa uongo ni mdanganyifu.",bible_ebible,12.0,12.0,11.0,,,
PRO 14:26,PRO,14.0,26.0,"He who fears the LORD is secure in confidence, and his children shall have a place of refuge.","Oyo okomoiroka Omonene nigo are n’ogosemeria gw’okorendwa bokong’u, na abana baye ’mbanyore aase bagotamera.","Yeye amchaye Bwana ana ngome salama, na kwa watoto wake itakuwa kimbilio.",bible_ebible,18.0,14.0,12.0,,,
PRO 14:27,PRO,14.0,27.0,"The fear of the LORD is a fountain of life, turning a man from the snares of death.",Okomoiroka Omonene nakwo ensoko y’obogima eragere omonto eatanane korwa ase emetego y’amakweri.,"Kumcha Bwana ni chemchemi ya uzima, ili kumwepusha mtu na mitego ya mauti.",bible_ebible,18.0,12.0,13.0,,,
PRO 14:28,PRO,14.0,28.0,"A large population is a king’s splendor, but a lack of subjects is a prince’s ruin.","Obonge bw’abaanto nabwo bore esiko y’omorwoti, korende ase abanto bare abake omogambi obo nigo agosirigwa.","Wingi wa watu ni utukufu wa mfalme, bali pasipo watu mkuu huangamia.",bible_ebible,16.0,15.0,12.0,,,
PRO 14:29,PRO,14.0,29.0,"A patient man has great understanding, but a quick-tempered man promotes folly.","Omonto otari kogechigwa bwango nigo abwate okomanya okonene, korende oyo okoberoroka bwango nigo agokinia oboriri bwaye.","Mtu mwenye subira ana ufahamu mwingi, bali anayekasirika haraka huonyesha upumbavu.",bible_ebible,12.0,16.0,11.0,,,
PRO 14:3,PRO,14.0,3.0,"The proud speech of a fool brings a rod to his back, but the lips of the wise protect them.","Aya omoriri agokwana nigo are enyimbo y’oboenenu, korende aya abang’aini bagokwana nigo akobarenda.","Mazungumzo ya mpumbavu huleta fimbo mgongoni mwake, bali mwenye hekima hulindwa na maneno ya midomo yake.",bible_ebible,20.0,13.0,16.0,,,
PRO 14:30,PRO,14.0,30.0,"A tranquil heart is life to the body, but envy rots the bones.","Enkoro y’omogooko nigo ere obogima bw’omobere, korende ogosanera nigo kore oboguundo bw’amauga.","Moyo wenye amani huupa mwili uzima, bali wivu huozesha mifupa.",bible_ebible,13.0,12.0,10.0,,,
PRO 14:31,PRO,14.0,31.0,"Whoever oppresses the poor taunts their Maker, but whoever is kind to the needy honors Him.","Omonto ogokorera omotaka bobe nigo agochaaya Omotongi bw’omotaka oyio, korende oyore omwororo ase oria oremeire nigo asigete Omotongi oye.","Yeye amwoneaye maskini huonyesha dharau kwa Muumba wao, bali yeyote anayemhurumia mhitaji humheshimu Mungu.",bible_ebible,16.0,19.0,14.0,,,
PRO 14:32,PRO,14.0,32.0,"The wicked man is thrown down by his own sin, but the righteous man has a refuge even in death.","Omokori amabe nigo agotugutwa riarua ase engencho y’ogokora kwaye okobe, korende omonyene oboronge nigo agokwa ore n’ogosemeria.","Waovu huangamizwa kwa matendo yao maovu, bali hata katika kifo wenye haki hupata kimbilio.",bible_ebible,20.0,17.0,14.0,,,
PRO 14:33,PRO,14.0,33.0,Wisdom rests in the heart of the discerning; even among fools she is known.,"Obong’aini nigo bomenyete ase enkoro y’omonto ore n’okomanya, korende ase enkoro y’omoriri tibomanyekaneti nonya ’ng’ake.",Hekima hukaa katika moyo wa mwenye ufahamu bali haijulikani miongoni mwa wapumbavu.,bible_ebible,14.0,15.0,12.0,,,
PRO 14:34,PRO,14.0,34.0,"Righteousness exalts a nation, but sin is a disgrace to any people.","Oboronge nigo bogokinia egesaku, korende ebibe nobosooku ase abanto bande bonsi.","Haki huinua taifa, bali dhambi ni aibu kwa watu wote.",bible_ebible,12.0,11.0,10.0,,,
PRO 14:35,PRO,14.0,35.0,"A king delights in a wise servant, but his anger falls on the shameful.","Omosomba ogokora emeremo n’obong’aini nigo agwancherwa n’omorwoti, korende endamwamu y’omorwoti nigo ekoba igoro ase oria okomorentera obosooku.","Mfalme hupendezwa na mtumishi mwenye hekima, bali ghadhabu yake humwangukia mtumishi mwenye kuaibisha.",bible_ebible,14.0,17.0,13.0,,,
PRO 14:4,PRO,14.0,4.0,"Where there are no oxen, the manger is empty, but an abundant harvest comes through the strength of the ox.","Ase chiombe chi’okorema chitari, ebiage nigo bikoba bosa, korende ase okong’usa gwe chintang’ana, endagera enyinge nigo ekonyorekana.","Pale ambapo hakuna mafahali, hori ni tupu, bali kutokana na nguvu za fahali huja mavuno mengi.",bible_ebible,20.0,17.0,16.0,,,
PRO 14:5,PRO,14.0,5.0,"An honest witness does not deceive, but a dishonest witness pours forth lies.","Kirori ore omwegenwa tari gokwana oborimo, korende oy’otari omwegenwa nigo akoroka oborimo bwoka.","Shahidi mwaminifu hadanganyi, bali shahidi wa uongo humimina uongo.",bible_ebible,13.0,13.0,9.0,,,
PRO 14:6,PRO,14.0,6.0,"A mocker seeks wisdom and finds none, but knowledge comes easily to the discerning.","Omonto ore omochecheria narigia obong’aini takobonyora, korende chiseemi nigo chikonyorekana bwango ase omonto ore omong’aini.","Mwenye mzaha huitafuta hekima na haipati, bali maarifa huja kwa urahisi kwa anayepambanua.",bible_ebible,14.0,15.0,13.0,,,
PRO 14:7,PRO,14.0,7.0,Stay away from a foolish man; you will gain no knowledge from his speech.,"Karue ase omonto omoriri, ekiagera tokonyora obong’aini ase aria agokwana.","Kaa mbali na mtu mpumbavu, kwa maana hutapata maarifa katika midomo yake.",bible_ebible,14.0,10.0,12.0,,,
PRO 14:8,PRO,14.0,8.0,"The wisdom of the prudent is to discern his way, but the folly of fools deceives them.","Obong’aini bw’omonto ore n’okomanya nigo bokomokonya omanya buna chiinchera chiaye chire, korende obosooku bw’abaanto abariri nigo bokobang’aina.","Hekima ya mwenye busara ni kufikiria njia zake, bali upumbavu wa wapumbavu ni udanganyifu.",bible_ebible,17.0,17.0,14.0,,,
PRO 14:9,PRO,14.0,9.0,"Fools mock the making of amends, but goodwill is found among the upright.","Abanto abariri nigo bagokora echeche n’ebibe, korende abanyene oboronge nigo bagwancherana barabwo ase barabwo.","Wapumbavu hudhihaki kujirekebisha kutoka dhambi, bali wema hupatikana miongoni mwa wanyofu.",bible_ebible,13.0,14.0,11.0,,,
PRO 15:1,PRO,15.0,1.0,"A gentle answer turns away wrath, but a harsh word stirs up anger.","Okoiraneria kw’obwororo nigo kogokendia endamwamu, korende amang’ana y’obotindi nigo agoseegeta endamwamu.","Jawabu la upole hugeuza ghadhabu, bali neno liumizalo huchochea hasira.",bible_ebible,13.0,11.0,10.0,,,
PRO 15:10,PRO,15.0,10.0,Discipline is harsh for him who leaves the path; he who hates correction will die.,"Egesusuro ekenene ’nkemonyore oyotigire enchera y’oboronge, nere oy’ogechete ogokuurerwa goika akwe.",Adhabu kali humngoja yeye aachaye njia; yeye achukiaye maonyo atakufa.,bible_ebible,15.0,11.0,10.0,,,
PRO 15:11,PRO,15.0,11.0,Sheol and Abaddon lie open before the LORD— how much more the hearts of men!,"Onye aase abakuure ne’chioora chi’obosiru bire maiso marore ase Omonene, inee! Tamanyeti chinkoro chia Mwanyabaanto mono kobua?","Mauti na Uharibifu viko wazi mbele za Bwana: je, si zaidi sana mioyo ya wanadamu!",bible_ebible,15.0,17.0,15.0,,,
PRO 15:12,PRO,15.0,12.0,"A mocker does not love to be reproved, nor will he consult the wise.","Omonyacheche tancheti omonto okomokuurera, ere tagwancha kogeenda ase abang’aini.",Mwenye mzaha huchukia maonyo; hatataka shauri kwa mwenye hekima.,bible_ebible,14.0,9.0,9.0,,,
PRO 15:13,PRO,15.0,13.0,"A joyful heart makes a cheerful countenance, but sorrow of the heart crushes the spirit.","Enkoro ere n’omosasoko nigo ekorenta omogooko ase obosio, korende onye enkoro ere n’omoichano, omoyo nigo okoba nobororo.","Moyo wenye furaha hufanya uso uchangamke, bali maumivu ya moyoni huponda roho.",bible_ebible,15.0,17.0,12.0,,,
PRO 15:14,PRO,15.0,14.0,"A discerning heart seeks knowledge, but the mouth of a fool feeds on folly.","Enkoro y’omonto ore nokomanya nigo ekorigia chiseemi, korende emenwa y’abariri nigo ekwerageria oboriri.","Moyo wa mwenye ufahamu hutafuta maarifa, bali kinywa cha mpumbavu hujilisha upumbavu.",bible_ebible,14.0,13.0,12.0,,,
PRO 15:15,PRO,15.0,15.0,"All the days of the oppressed are bad, but a cheerful heart has a continual feast.","Amatuko onsi ay’omonto ochaandegete nigo are amabe, korende oyore n’enkoro y’omosasoko nigo akogeenderera koba n’omoyega o botambe.","Siku zote za wanaoonewa ni za taabu, bali moyo mchangamfu una karamu ya kudumu.",bible_ebible,16.0,17.0,14.0,,,
PRO 15:16,PRO,15.0,16.0,Better a little with the fear of the LORD than great treasure with turmoil.,"Mbuya koba n’ebinto ebike amo n’okomoiroka Omonene, kobua koba ne chinibo chinyinge amo nemechando.","Afadhali kuwa na kidogo pamoja na kumcha Bwana, kuliko mali nyingi pamoja na ghasia.",bible_ebible,14.0,14.0,14.0,,,
